partner_id,name,project_id,project_type,budget,completion_percent,budget_executed
P001,PARTNER01,pr00603,scaling,337200,0.4514271381522572,152221.23098494112
P001,PARTNER01,pr00604,scaling,297635,0.293486063214793,87351.7244249349
P001,PARTNER01,pr00605,optimization,25165,0.35459428192730497,8923.36510470063
P001,PARTNER01,pr00606,scaling,221503,0.9005807989154778,199481.34870217508
P001,PARTNER01,pr00608,production,106703,0.7689643249427089,82050.80036436187
P001,PARTNER01,pr00614,mvp,10257,0.30279076957806905,3105.7249235622544
P001,PARTNER01,pr00618,scaling,251419,0.15226712323074215,38282.84785554996
P001,PARTNER01,pr00621,optimization,28608,0.14933503874657963,4272.17678846215
P001,PARTNER01,pr00629,production,181742,0.7113511080778884,129282.37308429158
P001,PARTNER01,pr00659,optimization,30013,0.05651587437993157,1696.2109377648862
P001,PARTNER01,pr00664,scaling,324391,0.44690655888137126,144972.4655420869
P001,PARTNER01,pr00672,mvp,4307,0.15572408095978899,670.7036166938111
P001,PARTNER01,pr00678,optimization,26502,0.23847091509961577,6319.956191970017
P001,PARTNER01,pr00765,production,101196,0.3614018669607371,36572.42332895875
P001,PARTNER01,pr00776,production,151161,0.8000204034660333,120931.88420832907
P001,PARTNER01,pr00780,production,150393,0.5259883267568105,79104.962425937
P001,PARTNER01,pr00793,mvp,3839,0.05653789511811219,217.0489793584327
P001,PARTNER01,pr00822,production,89025,0.05326449769441538,4741.87190724533
P001,PARTNER01,pr00826,mvp,12574,0.7581351401063228,9532.791251696903
P001,PARTNER01,pr00845,mvp,1091,0.9697253804848595,1057.9703901089817
P001,PARTNER01,pr00846,scaling,308242,0.7795733389656745,240297.24514945745
P001,PARTNER01,pr00852,optimization,25437,0.5242293056995555,13334.820849079593
P001,PARTNER01,pr00853,scaling,222400,0.436667856798743,97114.93135204044
P001,PARTNER01,pr00864,optimization,35759,0.10434371216439872,3731.2268032867337
P001,PARTNER01,pr00884,optimization,18415,0.9331784578562978,17184.481301423726
P001,PARTNER01,pr00889,scaling,180581,0.9884082308708744,178487.74673889336
P001,PARTNER01,pr00894,optimization,34995,0.09676931956023861,3386.4423380105504
P001,PARTNER01,pr00902,production,66311,0.9010877673167458,59752.03093854073
P001,PARTNER01,pr00912,optimization,28012,0.949405019595994,26594.733408922984
P001,PARTNER01,pr00913,scaling,194187,0.0659745281012862,12811.395688404464
P001,PARTNER01,pr00916,mvp,4084,0.9312810085023038,3803.3516387234085
P001,PARTNER01,pr00925,optimization,29655,0.3019452553708386,8954.186548022219
P001,PARTNER01,pr00930,production,79932,0.7932645386375402,63407.221102375865
P001,PARTNER01,pr00932,mvp,11776,0.8953522197183881,10543.667739403738
P001,PARTNER01,pr00937,production,44200,0.8691186156914743,38415.04281356317
P001,PARTNER01,pr00941,scaling,470178,0.26455761005142064,124389.16797875686
P001,PARTNER01,pr00949,optimization,26413,0.5342829739995818,14112.016192250954
P001,PARTNER01,pr00962,optimization,22321,0.9214747854061847,20568.23868505145
P001,PARTNER01,pr00996,optimization,48137,0.22596034786481697,10877.053265168695
P001,PARTNER01,pr01001,optimization,27528,0.5524704632742321,15208.406913013061
P001,PARTNER01,pr01030,scaling,221065,0.2014720873020237,44538.42697942187
P001,PARTNER01,pr01040,production,106221,0.06955548279996762,7388.2529384953605
P001,PARTNER01,pr01046,scaling,456323,0.45277339991863114,206610.91617106952
P001,PARTNER01,pr01048,mvp,3729,0.8960294721174964,3341.293901526144
P001,PARTNER01,pr01058,scaling,348230,0.2058280524669284,71675.50271055847
P001,PARTNER01,pr01060,mvp,4480,0.49561278535736614,2220.345278401
P001,PARTNER01,pr01080,optimization,36853,0.40373754987152827,14878.93992541543
P001,PARTNER01,pr01092,mvp,11908,0.45192466285257804,5381.518885248499
P001,PARTNER01,pr01093,mvp,3623,0.18870485937841744,683.6777055280064
P001,PARTNER01,pr01096,optimization,44090,0.3262344424687992,14383.676568449357
P001,PARTNER01,pr01101,optimization,24581,0.6352330381433796,15614.663310602415
P001,PARTNER01,pr01122,mvp,1486,0.9085735123412255,1350.140239339061
P001,PARTNER01,pr01127,production,115217,0.371922867892211,42851.837069936875
P001,PARTNER01,pr01130,scaling,320756,0.8170292095288582,262067.02113163844
P001,PARTNER01,pr01160,optimization,36467,0.10832743832278909,3950.3766933171496
P001,PARTNER01,pr01164,scaling,287513,0.05539262042748701,15926.098476968073
P001,PARTNER01,pr01166,mvp,11751,0.7924255816329949,9311.793009769322
P001,PARTNER01,pr01175,scaling,378616,0.035614970552752506,13484.397690800943
P001,PARTNER01,pr01189,production,83836,0.990852038344797,83069.0714866744
P001,PARTNER01,pr01196,scaling,426258,0.6431197382138532,274134.9333715606
P001,PARTNER01,pr01218,optimization,23960,0.5350952043770818,12820.88109687488
P001,PARTNER01,pr01227,optimization,16423,0.10049634090597193,1650.451406698777
P001,PARTNER01,pr01263,scaling,402009,0.9239089212593528,371419.70152655116
P001,PARTNER01,pr01265,optimization,41387,0.06899721820176317,2855.5878697163726
P001,PARTNER01,pr01269,production,111157,0.7843963527994727,87191.14538813099
P001,PARTNER01,pr01270,optimization,18826,0.8524236419592534,16047.727483524905
P001,PARTNER01,pr01287,production,88473,0.07906493206649425,6995.111734718946
P001,PARTNER01,pr01296,mvp,13121,0.8480608938591914,11127.40698832645
P001,PARTNER01,pr01302,production,148912,0.8614365009546879,128278.23223016449
P001,PARTNER01,pr01305,optimization,29578,0.033097318545389304,978.9524879355248
P001,PARTNER01,pr01367,optimization,22339,0.67031679759958,14974.206941577017
P001,PARTNER01,pr01368,optimization,19232,0.3968516363382751,7632.250670057706
P001,PARTNER01,pr01370,optimization,16840,0.4815181342083954,8108.765380069379
P001,PARTNER01,pr01371,scaling,229574,0.8285457089595656,190212.55258868332
P001,PARTNER01,pr01387,mvp,15582,0.11442135244475063,1782.9135137941043
P001,PARTNER01,pr01391,production,152156,0.17131783216305269,26067.036070601443
P001,PARTNER01,pr01404,production,159446,0.03161479342245052,5040.852352036046
P001,PARTNER01,pr01411,optimization,22655,0.9667176734472163,21900.988891946683
P001,PARTNER01,pr01417,production,172887,0.04789238926269529,8279.9715024596
P001,PARTNER01,pr01419,mvp,7212,0.39248451190623035,2830.598299867733
P001,PARTNER01,pr01433,production,126440,0.5166879923455782,65330.0297521749
P001,PARTNER01,pr01436,production,184695,0.8369276923765514,154576.36014348717
P001,PARTNER01,pr01445,production,138875,0.8273673369539608,114900.63891948131
P001,PARTNER01,pr01454,scaling,203046,0.9666218058640486,196268.6911934716
P001,PARTNER01,pr01469,production,98731,0.7197228472046064,71058.956427358
P001,PARTNER01,pr01472,scaling,380395,0.5108373055087858,194319.95682901458
P001,PARTNER01,pr01473,production,61327,0.21349066720130508,13092.742147454437
P001,PARTNER01,pr01475,scaling,255767,0.07150974450336271,18289.83282239157
P001,PARTNER01,pr01508,production,110150,0.5884498347861288,64817.749301692085
P001,PARTNER01,pr01512,scaling,345901,0.8398739892694889,290513.2527623055
P001,PARTNER01,pr01534,production,47547,0.03437066662917431,1634.222086217351
P001,PARTNER01,pr01544,mvp,10257,0.19738744510946996,2024.6030244878334
P001,PARTNER01,pr01572,production,160810,0.5857978896576415,94202.15863584532
P001,PARTNER01,pr01590,mvp,17110,0.4098116352596936,7011.877079293357
P001,PARTNER01,pr01601,optimization,20881,0.8820375572893073,18417.826233758027
P001,PARTNER01,pr01602,mvp,8581,0.7513056551945971,6446.953827224838
P001,PARTNER01,pr01612,mvp,10869,0.6977310205850512,7583.638462738922
P001,PARTNER01,pr01632,scaling,317357,0.7418651690261375,235436.10444662793
P001,PARTNER01,pr01634,mvp,18333,0.23651425168150497,4336.015776077031
P001,PARTNER01,pr01643,optimization,42729,0.40281576158915205,17211.914676942877
P001,PARTNER01,pr01661,scaling,285856,0.5284321068099558,151055.4883242667
P001,PARTNER01,pr01666,mvp,6455,0.5413135952803296,3494.1792575345276
P001,PARTNER01,pr01686,mvp,1255,0.5265084561603359,660.7681124812216
P001,PARTNER01,pr01689,mvp,2523,0.44514989289071427,1123.113179763272
P001,PARTNER01,pr01707,scaling,212376,0.2669722685200182,56698.50249920739
P001,PARTNER01,pr01711,scaling,385380,0.05490005310377151,21157.382465131464
P001,PARTNER01,pr01724,production,149615,0.28001835399575414,41894.94603307475
P001,PARTNER01,pr01729,scaling,455388,0.7385495270262188,336326.5920134157
P001,PARTNER01,pr01730,optimization,30664,0.3686176863384345,11303.292733881755
P001,PARTNER01,pr01731,optimization,26675,0.7733167207664956,20628.22352644627
P001,PARTNER01,pr01743,scaling,164127,0.9949704278746432,163301.51141578157
P001,PARTNER01,pr01744,optimization,18999,0.3830083552511175,7276.775741415981
P001,PARTNER01,pr01757,production,89170,0.8337424854774902,74344.8174300278
P001,PARTNER01,pr01760,optimization,16182,0.09510988777177136,1539.068203922804
P001,PARTNER01,pr01767,scaling,201729,0.6521368762822513,131554.91991554227
P001,PARTNER01,pr01782,scaling,162805,0.3490153714543827,56821.44754963078
P001,PARTNER01,pr01793,mvp,10893,0.822402972179926,8958.435575955933
P001,PARTNER01,pr01813,production,159656,0.4984950742772387,79587.72957880683
P001,PARTNER01,pr01816,production,64461,0.9885127093522124,63720.51775755296
P001,PARTNER01,pr01817,optimization,46040,0.20090034076653512,9249.451688891277
P001,PARTNER01,pr01830,production,94376,0.995089371126443,93912.55448942918
P001,PARTNER01,pr01848,production,107876,0.9582047271602845,103367.29314714285
P001,PARTNER01,pr01856,scaling,322725,0.6815005686057597,219937.2710032938
P001,PARTNER01,pr01860,production,162478,0.03590407861008592,5833.622884409539
P001,PARTNER01,pr01862,optimization,22680,0.8652164956690793,19623.11012177472
P001,PARTNER01,pr01872,production,114898,0.9841989442233243,113082.49029337152
P001,PARTNER01,pr01888,mvp,5498,0.8124349819328005,4466.767530666537
P001,PARTNER01,pr01893,mvp,10796,0.04682716444339626,505.54606733090606
P001,PARTNER01,pr01895,mvp,4917,0.20836704552595578,1024.5407628511246
P001,PARTNER01,pr01898,mvp,4597,0.2013723719724811,925.7087939574956
P001,PARTNER01,pr01902,optimization,32948,0.5335728628945076,17580.158686648236
P001,PARTNER01,pr01904,mvp,6872,0.4178864029325521,2871.715360952498
P001,PARTNER01,pr01929,mvp,1777,0.43380344356734407,770.8687192191704
P001,PARTNER01,pr01939,optimization,34346,0.9416866371572435,32343.169239802686
P001,PARTNER01,pr01962,production,173500,0.9347701363029629,162182.61864856406
P001,PARTNER01,pr01974,optimization,27338,0.20156611837266908,5510.414544072028
P001,PARTNER01,pr01984,production,117455,0.11358074770942131,13340.62672221008
P001,PARTNER01,pr02013,optimization,39517,0.07165911529699932,2831.7532591915224
P001,PARTNER01,pr02025,scaling,360237,0.0451986592033304,16282.229395430135
P001,PARTNER01,pr02028,scaling,391174,0.7423089673532813,290371.96799545246
P001,PARTNER01,pr02041,mvp,9067,0.5975743552395449,5418.206678956954
P001,PARTNER01,pr02043,mvp,7652,0.40510505276666153,3099.863863770494
P001,PARTNER01,pr02057,scaling,212966,0.8373085568862296,178318.25412583278
P001,PARTNER01,pr02059,scaling,333866,0.8174236585708928,272909.9671924297
P001,PARTNER01,pr02074,mvp,16290,0.9836378626229721,16023.460782128217
P001,PARTNER01,pr02109,optimization,30366,0.06212127824583478,1886.3747352130188
P001,PARTNER01,pr02114,mvp,4489,0.7720121236316858,3465.5624229826376
P001,PARTNER01,pr02118,mvp,12493,0.51112257759351,6385.454361875721
P001,PARTNER01,pr02137,mvp,9789,0.13848168659592736,1355.5972300875328
P001,PARTNER01,pr02139,mvp,10766,0.271882915445253,2927.0914676835937
P001,PARTNER01,pr02161,optimization,24842,0.18935892495531975,4704.054413740053
P001,PARTNER01,pr02196,optimization,21000,0.6002532437247668,12605.318118220104
P001,PARTNER01,pr02201,mvp,14220,0.8069304900992198,11474.551569210906
P001,PARTNER01,pr02225,mvp,9653,0.3738507590931701,3608.781377526371
P001,PARTNER01,pr02233,scaling,311519,0.5879660585418093,183162.59859088587
P001,PARTNER01,pr02234,production,194577,0.7353286097206498,143078.03489361488
P001,PARTNER01,pr02242,mvp,12318,0.7908910132113456,9742.195500737354
P001,PARTNER01,pr02253,scaling,152527,0.5327887431833498,81264.66863152679
P001,PARTNER01,pr02256,scaling,288686,0.8258127350104945,238400.5752192396
P001,PARTNER01,pr02259,mvp,12730,0.16107919831516684,2050.538194552074
P001,PARTNER01,pr02261,production,184541,0.9504024739879303,175388.22295220665
P001,PARTNER01,pr02273,production,151962,0.24084488275958063,36599.27007391139
P001,PARTNER01,pr02283,production,86182,0.6146085291591481,52968.1922599937
P001,PARTNER01,pr02285,production,143366,0.6317094280034738,90565.65385514603
P001,PARTNER01,pr02288,scaling,216919,0.8515163369955374,184710.072304735
P001,PARTNER01,pr02291,mvp,9521,0.09932651922348125,945.687789526765
P001,PARTNER01,pr02305,optimization,17615,0.3017498513662221,5315.3236318160025
P001,PARTNER01,pr02316,production,34571,0.11869074088357663,4103.257603086127
P001,PARTNER01,pr02323,optimization,37748,0.03819494082188432,1441.7826261444893
P001,PARTNER01,pr02333,production,83798,0.18902288410651477,15839.739642357725
P001,PARTNER01,pr02351,optimization,25113,0.7381539867908964,18537.26107027978
P001,PARTNER01,pr02370,scaling,450777,0.4040047349398387,182116.04240197566
P001,PARTNER01,pr02417,production,83620,0.3064773448170073,25627.63557359815
P001,PARTNER01,pr02420,mvp,10804,0.2964516769552976,3202.8639178250355
P001,PARTNER01,pr02444,optimization,28133,0.7088980717311899,19943.429452013566
P001,PARTNER01,pr02449,scaling,328144,0.5699284158224613,187018.59008164576
P001,PARTNER01,pr02450,optimization,40105,0.4664425126215974,18706.676968689164
P001,PARTNER01,pr02452,optimization,35645,0.6161640433459388,21963.167325065988
P001,PARTNER01,pr02456,optimization,18671,0.9171431273727014,17123.97933117571
P001,PARTNER01,pr02493,optimization,44762,0.11836297508284872,5298.163490658475
P001,PARTNER01,pr02494,mvp,2827,0.14823427435562705,419.0582936033577
P001,PARTNER01,pr02506,mvp,2935,0.8683773496961599,2548.6875213582293
P001,PARTNER01,pr02514,mvp,13321,0.9257084079541131,12331.36170235674
P001,PARTNER01,pr02517,production,53981,0.44940730481656577,24259.45572130304
P001,PARTNER01,pr02527,optimization,25301,0.420599845369089,10641.59668768332
P001,PARTNER01,pr02541,scaling,238222,0.34317859010170715,81752.69009120887
P001,PARTNER01,pr02548,production,68418,0.6335441269666664,43345.82207880538
P001,PARTNER01,pr02551,scaling,314408,0.14230852088128956,44742.937433244486
P001,PARTNER01,pr02576,scaling,378677,0.5752770841772359,217844.20040498316
P001,PARTNER01,pr02586,optimization,19265,0.43764594059938855,8431.24904564722
P001,PARTNER01,pr02591,optimization,16402,0.722477913103718,11850.082730727183
P001,PARTNER01,pr02602,optimization,18548,0.2678756765183626,4968.5580480625895
P001,PARTNER01,pr02624,mvp,10256,0.3699667670413101,3794.3791627756764
P001,PARTNER01,pr02625,scaling,390435,0.7433236180705286,290219.55682136683
P001,PARTNER01,pr02633,scaling,327912,0.17220048705253704,56466.606110371526
P001,PARTNER01,pr02637,scaling,305789,0.34330347779923764,104978.42717275108
P001,PARTNER01,pr02653,optimization,32217,0.7348870409408436,23675.855797991157
P001,PARTNER01,pr02675,production,56731,0.3938298445201499,22342.360909472623
P001,PARTNER01,pr02683,optimization,25018,0.578514328540312,14473.271471421527
P001,PARTNER01,pr02687,optimization,23695,0.8243114582976377,19532.060004362527
P001,PARTNER01,pr02700,optimization,27410,0.1730866767472711,4744.305809642701
P001,PARTNER01,pr02707,optimization,35668,0.7564349300490054,26980.521084987926
P001,PARTNER01,pr02712,production,83417,0.6211104855910248,51811.17337654651
P001,PARTNER01,pr02727,mvp,11174,0.23925129232053916,2673.3939403897043
P001,PARTNER01,pr02728,mvp,910,0.947615023005137,862.3296709346747
P001,PARTNER01,pr02731,mvp,17293,0.4718071836302251,8158.961626517483
P001,PARTNER01,pr02739,optimization,27311,0.2752270107072998,7516.724889427065
P001,PARTNER01,pr02763,production,180541,0.2383407941209032,43030.28531138199
P001,PARTNER01,pr02773,scaling,274471,0.977207744401037,268215.18681349704
P001,PARTNER01,pr02777,production,53207,0.9469707837938085,50385.47449331717
P001,PARTNER01,pr02778,mvp,6073,0.23187117083787093,1408.1536204983902
P001,PARTNER01,pr02784,optimization,23320,0.16909516652771164,3943.2992834262354
P001,PARTNER01,pr02790,optimization,20813,0.24538898951289664,5107.281038731918
P001,PARTNER01,pr02837,optimization,30416,0.5160856918665249,15697.26240381222
P001,PARTNER01,pr02866,scaling,231969,0.44688252210216484,103662.89176951708
P001,PARTNER01,pr02876,mvp,5148,0.31704732482767606,1632.1596282128764
P001,PARTNER01,pr02880,scaling,254265,0.6033337827118931,153406.6642612395
P001,PARTNER01,pr02887,optimization,14436,0.45355513864113306,6547.521981423397
P001,PARTNER01,pr02893,production,48359,0.2921111878755118,14126.204934471876
P001,PARTNER01,pr02894,mvp,3721,0.7597524981001917,2827.0390454308135
P001,PARTNER01,pr02899,scaling,225939,0.42846247420089284,96806.38295847553
P001,PARTNER01,pr02907,mvp,14975,0.06880433002002509,1030.3448420498758
P001,PARTNER01,pr02922,production,176619,0.969864775714255,171296.546821876
P001,PARTNER01,pr02950,optimization,19955,0.5771811953832228,11517.65075387221
P001,PARTNER01,pr02953,production,41004,0.978808599979636,40135.06783356499
P001,PARTNER01,pr02954,production,51043,0.09531814701971186,4865.324178327152
P001,PARTNER01,pr02965,optimization,35213,0.11905544111562678,4192.299248004566
P001,PARTNER01,pr03003,mvp,17322,0.3675715178431734,6367.073832079449
P001,PARTNER01,pr03014,optimization,36095,0.4280197354474751,15449.372350976615
P001,PARTNER01,pr03028,optimization,27879,0.36874509449796977,10280.2444895089
P001,PARTNER01,pr03030,scaling,206172,0.7249313718458991,149460.55079621272
P001,PARTNER01,pr03031,production,75211,0.8657195353846803,65111.63197581719
P001,PARTNER01,pr03050,scaling,223221,0.24504734675172504,54699.71378926682
P001,PARTNER01,pr03051,scaling,413397,0.6256923039239841,258659.32136526325
P001,PARTNER01,pr03055,mvp,16698,0.850157460342137,14195.929272793004
P001,PARTNER01,pr03056,optimization,25110,0.05443047122122026,1366.7491323648408
P001,PARTNER01,pr03059,scaling,301304,0.5860625413902251,176582.98797104036
P001,PARTNER01,pr03063,scaling,226642,0.9830114842353119,222791.68881005957
P001,PARTNER01,pr03068,optimization,19327,0.3903833093835843,7544.938220456534
P001,PARTNER01,pr03100,production,132019,0.11858058525814487,15654.890285195028
P001,PARTNER01,pr03108,production,41484,0.43480508203565527,18037.454023167124
P001,PARTNER01,pr03113,mvp,12013,0.05397847796334258,648.4434557736345
P001,PARTNER01,pr03114,mvp,10698,0.11678263662100175,1249.3406465714768
P001,PARTNER01,pr03116,optimization,25577,0.8588573295761369,21966.993918568853
P001,PARTNER01,pr03124,optimization,33064,0.13899062506576437,4595.586027174433
P001,PARTNER01,pr03126,scaling,369918,0.363575181340845,134493.0039312427
P001,PARTNER01,pr03134,mvp,1972,0.14886798753397856,293.5676714170057
P001,PARTNER01,pr03148,optimization,40756,0.44846925296325585,18277.812873770454
P001,PARTNER01,pr03150,production,112869,0.582232361724442,65715.98443547604
P001,PARTNER01,pr03167,mvp,9262,0.1841384140191144,1705.4899906450376
P001,PARTNER01,pr03169,scaling,213131,0.8551497352112528,182258.91821530953
P001,PARTNER01,pr03170,production,134682,0.8508479235055311,114593.90003357193
P001,PARTNER01,pr03177,optimization,42659,0.9320866493606828,39761.88437507737
P001,PARTNER01,pr03180,production,121466,0.1244691979126886,15118.775593662633
P001,PARTNER01,pr03190,production,55875,0.34513133795519313,19284.213508246416
P001,PARTNER01,pr03240,production,81020,0.23706096970990642,19206.679765896617
P001,PARTNER01,pr03272,production,115982,0.35842526415548026,41570.878987280914
P001,PARTNER01,pr03275,production,135659,0.6929152151686999,94000.18517457067
P001,PARTNER01,pr03280,scaling,267086,0.2320303893567446,61972.06857173549
P001,PARTNER01,pr03282,optimization,28491,0.6577264681468411,18739.28480397165
P001,PARTNER01,pr03287,mvp,13718,0.6237448971890844,8556.53249963986
P001,PARTNER01,pr03314,production,166612,0.9940969257634428,165628.47699529873
P001,PARTNER01,pr03319,optimization,35078,0.817779496820254,28686.069189460868
P001,PARTNER01,pr03333,production,165527,0.3445459338826547,57031.65479779418
P001,PARTNER01,pr03338,optimization,22653,0.06953642192177824,1575.2085657940424
P001,PARTNER01,pr03348,production,44544,0.41295309841985184,18394.58281601388
P001,PARTNER01,pr03369,optimization,32268,0.6863270457599945,22146.401112583502
P001,PARTNER01,pr03371,scaling,267204,0.7359764090948522,196655.84041578087
P001,PARTNER01,pr03376,mvp,6447,0.46525280004620895,2999.484801897909
P001,PARTNER01,pr03380,production,110394,0.40169527979753983,44344.74871796961
P001,PARTNER01,pr03386,optimization,28448,0.20217902737868643,5751.588970868872
P001,PARTNER01,pr03410,scaling,439519,0.36198754970989283,159100.40586094238
P001,PARTNER01,pr03420,mvp,7838,0.3174994447346413,2488.560647830119
P001,PARTNER01,pr03435,optimization,27481,0.8269580293953739,22725.63360581427
P001,PARTNER01,pr03439,optimization,25668,0.6568104437657751,16859.010470579917
P001,PARTNER01,pr03443,production,108696,0.11964723345139586,13005.175687232924
P001,PARTNER01,pr03464,scaling,212673,0.17059314919533536,36280.556818819554
P001,PARTNER01,pr03492,mvp,14763,0.40159033703754865,5928.6781456853305
P001,PARTNER01,pr03496,optimization,30347,0.9718702045444854,29493.345097311496
P001,PARTNER01,pr03513,optimization,25312,0.9430830931600849,23871.31925406807
P001,PARTNER01,pr03528,scaling,423229,0.6831312100454247,289120.93889631506
P001,PARTNER01,pr03532,production,147544,0.498116001135178,73494.02727148871
P001,PARTNER01,pr03533,production,140388,0.19734790559343446,27705.277770451077
P001,PARTNER01,pr03545,optimization,42056,0.7058954815531836,29687.14037220069
P001,PARTNER01,pr03573,optimization,21069,0.9283703961280725,19559.83587602236
P001,PARTNER01,pr03603,scaling,212878,0.602123358093247,128178.81622417424
P001,PARTNER01,pr03615,production,109268,0.3479167125582205,38016.163347811635
P001,PARTNER01,pr03631,scaling,221733,0.9254276545733432,205197.8501315111
P001,PARTNER01,pr03640,scaling,318018,0.7930399349537562,252200.97403412365
P001,PARTNER01,pr03641,scaling,154686,0.7844966272030287,121350.6452755277
P001,PARTNER01,pr03648,mvp,4530,0.7540206795803915,3415.7136784991735
P001,PARTNER01,pr03670,optimization,39235,0.3482657450102425,13664.206505476865
P001,PARTNER01,pr03680,production,71663,0.8831171836189705,63286.82672968628
P001,PARTNER01,pr03696,optimization,16414,0.517192555000084,8489.19859777138
P001,PARTNER01,pr03707,optimization,18179,0.6124691781889269,11134.077190296503
P001,PARTNER01,pr03713,optimization,38615,0.1438830145109861,5556.042605341728
P001,PARTNER01,pr03723,mvp,8442,0.5345139051556139,4512.366387323693
P001,PARTNER01,pr03737,scaling,349366,0.10580728216130608,36965.46693956686
P001,PARTNER01,pr03807,production,138683,0.913922865857208,126745.56480567518
P001,PARTNER01,pr03820,mvp,8718,0.39941455006741833,3482.096047487753
P001,PARTNER01,pr03822,production,111186,0.5350118099277459,59485.82309862635
P001,PARTNER01,pr03823,production,47160,0.5937764096378721,28002.49547852205
P001,PARTNER01,pr03837,scaling,451068,0.1303825031705749,58811.37494014488
P001,PARTNER01,pr03847,optimization,19383,0.491274408776179,9522.371865308678
P001,PARTNER01,pr03849,mvp,2516,0.6116787256755947,1538.9836737997962
P001,PARTNER01,pr03853,optimization,22029,0.47897671632690236,10551.378083965332
P001,PARTNER01,pr03879,optimization,34604,0.5288760653469932,18301.22736526735
P001,PARTNER01,pr03883,scaling,250506,0.6153421216597639,154146.8935285008
P001,PARTNER01,pr03886,scaling,193726,0.8864069661119751,171720.07591700848
